,features,spliced_features,unspliced_features,gene_count_corr,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes,spearmans_score,velocity_score
MIGA2,MIGA2,MIGA2,MIGA2,0.006,-0.18079566955566406,,,,,,,,,,,,,,,,False,0.2413543192878118,0
REXO4,REXO4,REXO4,REXO4,0.0025,-0.11050105094909668,,,,,,,,,,,,,,,,False,0.06844032524475832,0
USP20,USP20,USP20,USP20,-0.0122,-1.0069506168365479,,,,,,,,,,,,,,,,False,0.14858543213630096,0
ENSGALG00000041238.2,ENSGALG00000041238.2,ENSGALG00000041238.2,ENSGALG00000041238.2,-0.0021,0.020732343196868896,0.09409610858148423,0.5402312573332735,0.24772772630881132,9.711106782143393,0.8282975792884827,0.06548045575618744,0.0968414768576622,0.22593258191294432,0.0,0.0,0.20660812012943736,0.20208828584845426,0.27076088942202003,0.9585861075230676,2.607238070486261,True,0.4588180004537491,12
DOLPP1,DOLPP1,DOLPP1,DOLPP1,0.0044,-0.35308516025543213,,,,,,,,,,,,,,,,False,0.0758227441165175,0
UBAC1,UBAC1,UBAC1,UBAC1,0.017,-0.1654517650604248,,,,,,,,,,,,,,,,False,0.0,0
DPP7,DPP7,DPP7,DPP7,-0.074,-0.03016376495361328,,,,,,,,,,,,,,,,False,0.31108280876937966,0
MAN1B1,MAN1B1,MAN1B1,MAN1B1,-0.0529,-1.3167264461517334,,,,,,,,,,,,,,,,False,0.17093377863491402,0
ENSGALG00000048936.1,ENSGALG00000048936.1,ENSGALG00000048936.1,ENSGALG00000048936.1,0.0057,0.44311320781707764,0.29091760091371244,0.9055818823033503,0.3405354984919022,12.942421442615348,0.6872253209352494,0.12371554225683212,0.2430294305086136,0.2332015706224064,0.0,0.0,0.3759805606959689,0.34252539952817307,0.701374234760116,0.9012429298049246,2.169236436251114,True,0.704547651901911,21
Pou5f3,Pou5f3,Pou5f3,Pou5f3,-0.1538,0.7488038241863251,0.7998698760451316,0.42838398765491714,0.5006175603728835,8.183631122564055,0.6391050106287003,0.6142308115959167,0.45411011576652527,0.45577057526231607,0.0,0.0,0.35197618570454176,1.30460010847038,0.9363676460684631,0.2696219036254683,1.725823431829137,True,0.8391744856751291,18
ENSGALG00000030561.2,ENSGALG00000030561.2,ENSGALG00000030561.2,ENSGALG00000030561.2,-0.0083,0.29828470945358276,0.09166313997162623,0.37825754636610154,0.259290483047394,8.841452038042972,1.1383946299552914,0.07179543375968933,0.09601990878582001,0.17135641568171264,0.0,0.0,0.4107903311533808,0.2524384131043857,0.27647323735411566,1.2623955412929155,3.030610141115634,True,0.45856400906403316,15
PRRC2B,PRRC2B,PRRC2B,PRRC2B,-0.0084,-0.2996211051940918,,,,,,,,,,,,,,,,False,0.26935259667724815,0
ENSGALG00000033920.2,ENSGALG00000033920.2,ENSGALG00000033920.2,ENSGALG00000033920.2,-0.0099,-0.29840588569641113,,,,,,,,,,,,,,,,False,0.24759288891516432,0
ENSGALG00000041102.2,ENSGALG00000041102.2,ENSGALG00000041102.2,ENSGALG00000041102.2,-0.0119,0.08341491222381592,0.1296077996691519,0.5483411905296298,0.21126922680340351,10.794448565908759,0.7995214460790158,0.08265596628189087,0.13930697739124298,0.24164181595066467,0.0,0.0,0.2318978946915758,0.22375932096762077,0.37724210895148336,0.8664978404565462,2.6345169433947406,True,0.5473567853428565,0
SH3GLB2,SH3GLB2,SH3GLB2,SH3GLB2,-0.0229,-0.08531558513641357,,,,,,,,,,,,,,,,False,0.23232166155269424,0
RPL7A,RPL7A,RPL7A,RPL7A,0.1326,-0.14420020580291748,,,,,,,,,,,,,,,,False,0.0,0
NTMT1,NTMT1,NTMT1,NTMT1,0.0057,0.04662269353866577,0.20233501265334616,2.716971895985572,0.15299569288871998,8.800771850927491,0.053385146591398466,0.01708664372563362,0.17087841033935547,0.17300122855613376,0.0,0.0,0.41809511988870474,0.0605223849927392,0.5468503307101542,1.429022299245493,3.383985262490964,True,0.15080860091765735,0
EXOSC2,EXOSC2,EXOSC2,EXOSC2,0.0231,-0.011384010314941406,,,,,,,,,,,,,,,,False,0.0,0
SNAPC4,SNAPC4,SNAPC4,SNAPC4,0.0101,-0.29146695137023926,,,,,,,,,,,,,,,,False,0.07121112483341092,0
ENSGALG00000044151.2,ENSGALG00000044151.2,ENSGALG00000044151.2,ENSGALG00000044151.2,-0.0256,-0.7840468883514404,,,,,,,,,,,,,,,,False,0.29730836099496805,0
ENSGALG00000051635.1,ENSGALG00000051635.1,ENSGALG00000051635.1,ENSGALG00000051635.1,0.0548,0.34338557720184326,0.03066685427689188,0.28228612770715583,0.239648014228851,7.017509161110316,1.5563413202762604,0.04111563786864281,0.027739044278860092,0.21701838451449246,0.0,0.0,0.004975764007757351,0.10132916273869191,0.08257324483791559,0.9863048756040946,2.479607950658488,True,0.5039599228093314,9
CDC26,CDC26,CDC26,CDC26,0.0252,0.034078896045684814,0.24977901480276907,6.986066722860176,0.1959581189023988,8.579833226954793,0.03451433300971985,0.012051209807395935,0.16498063504695892,0.17703594067151115,0.0,0.0,0.2442828454310914,0.04194009850275294,0.6676169579912876,1.6024993573150073,1.8662950299754462,True,0.2189398801576642,0
DNLZ,DNLZ,DNLZ,DNLZ,-0.0134,-0.15305018424987793,,,,,,,,,,,,,,,,False,0.3653475275930876,0
ENSGALG00000048501.1,ENSGALG00000048501.1,ENSGALG00000048501.1,ENSGALG00000048501.1,0.0407,-0.19057691097259521,,,,,,,,,,,,,,,,False,0.039418149719953714,0
ENSGALG00000047988.1,ENSGALG00000047988.1,ENSGALG00000047988.1,ENSGALG00000047988.1,-0.0467,-0.22123658657073975,,,,,,,,,,,,,,,,False,0.02178564062425746,0
ENSGALG00000051496.1,ENSGALG00000051496.1,ENSGALG00000051496.1,ENSGALG00000051496.1,0.0253,0.5227651000022888,0.06263802950696261,0.3234883724668341,0.30333637692779764,7.711621035892673,2.03588364392519,0.06483643501996994,0.04291360080242157,0.21401950851032067,0.0,0.0,0.06499348092811223,0.16336152988988162,0.1185889984922612,0.6902143457505324,1.9486230998527567,True,0.5567394761912091,12
ENSGALG00000054481.1,ENSGALG00000054481.1,ENSGALG00000054481.1,ENSGALG00000054481.1,-0.004,-0.053198814392089844,,,,,,,,,,,,,,,,False,0.4104329236465095,0
SAPCD2,SAPCD2,SAPCD2,SAPCD2,0.0033,-0.2233041524887085,,,,,,,,,,,,,,,,False,0.2549659448184773,0
IER5L,IER5L,IER5L,IER5L,0.0234,0.02913147211074829,0.04903087549348619,1.0186767935422116,0.26531307549734096,5.4700709950189905,0.3985725997388362,0.011007326655089855,0.03914690762758255,0.2261287899113104,0.0,0.0,0.035094674970009086,0.03779048585296973,0.10186804132536054,0.7211610120038056,2.842863654861162,True,0.26756887818918507,0
ENSGALG00000049884.1,ENSGALG00000049884.1,ENSGALG00000049884.1,ENSGALG00000049884.1,-0.0152,-0.039392709732055664,,,,,,,,,,,,,,,,False,0.11930695327424509,0
ENSGALG00000053422.1,ENSGALG00000053422.1,ENSGALG00000053422.1,ENSGALG00000053422.1,-0.0617,0.5887358486652374,0.4888048150112144,0.9102674947811445,0.6421264804531219,6.9360223240488805,0.3935126236081124,0.13234837353229523,0.15639141201972961,0.26334913789157016,0.0,0.0,0.42654341110889726,0.36790199782276417,0.43566258653902035,0.6648009523267119,1.1934615057926299,True,0.7508400241914254,0
ELAC2,ELAC2,ELAC2,ELAC2,0.0018,-0.17624235153198242,,,,,,,,,,,,,,,,False,0.07879804219494599,0
NDEL1,NDEL1,NDEL1,NDEL1,0.0682,0.8052966147661209,0.9164255288554638,1.1721359702192815,0.4848023909542456,8.781503746725187,0.21177625425159932,0.1881541907787323,0.4197961390018463,0.39160628407130144,0.0,0.0,0.48893210802076326,0.6024259256924628,1.2091508825662836,0.32933757370202477,1.8128307428738657,True,0.5916860126922945,0
STX8,STX8,STX8,STX8,0.0087,-0.726402759552002,,,,,,,,,,,,,,,,False,0.043558565815531296,0
FAM18B1,FAM18B1,FAM18B1,FAM18B1,-0.0687,-0.1705186367034912,,,,,,,,,,,,,,,,False,0.07568551125087344,0
COX10,COX10,COX10,COX10,0.0208,-1.0055546760559082,,,,,,,,,,,,,,,,False,0.09131296153603317,0
B3GNTL1,B3GNTL1,B3GNTL1,B3GNTL1,0.0197,-1.6873219013214111,,,,,,,,,,,,,,,,False,0.1897707790848136,0
RPL38,RPL38,RPL38,RPL38,0.098,-0.003527998924255371,,,,,,,,,,,,,,,,False,0.15705719945646546,0
TBCD,TBCD,TBCD,TBCD,0.0139,-0.029941678047180176,,,,,,,,,,,,,,,,False,0.2893703857513134,0
WDR45B,WDR45B,WDR45B,WDR45B,-0.0004,-0.5466996431350708,,,,,,,,,,,,,,,,False,0.08011307427567667,0
FOXK2,FOXK2,FOXK2,FOXK2,0.0411,-0.3404735326766968,,,,,,,,,,,,,,,,False,0.3726210323367181,0
NARF,NARF,NARF,NARF,-0.057,-0.039963483810424805,,,,,,,,,,,,,,,,False,0.09135806020609537,0
CYBC1,CYBC1,CYBC1,CYBC1,-0.0101,-0.0024454593658447266,,,,,,,,,,,,,,,,False,0.1113547156154016,0
OGFOD3,OGFOD3,OGFOD3,OGFOD3,0.0062,-1.0762317180633545,,,,,,,,,,,,,,,,False,0.13209366992048002,0
TNRC6C,TNRC6C,TNRC6C,TNRC6C,0.0066,-0.005480051040649414,,,,,,,,,,,,,,,,False,0.4903078068948181,0
MFSD11,MFSD11,MFSD11,MFSD11,0.0237,-0.19151246547698975,,,,,,,,,,,,,,,,False,0.09227066408477384,0
METTL23,METTL23,METTL23,METTL23,0.0143,0.0009558796882629395,,,,,,,,,,,,,,,,False,0.1684376101772433,0
JMJD6,JMJD6,JMJD6,JMJD6,0.0047,-0.1733534336090088,,,,,,,,,,,,,,,,False,0.03935008415475986,0
PRPSAP1,PRPSAP1,PRPSAP1,PRPSAP1,0.0073,-0.21319520473480225,,,,,,,,,,,,,,,,False,0.12020358462987263,0
UBE2O,UBE2O,UBE2O,UBE2O,-0.0095,-0.30055010318756104,,,,,,,,,,,,,,,,False,0.0,0
EXOC7,EXOC7,EXOC7,EXOC7,-0.0332,0.030114948749542236,0.09162695559486357,0.822859095442621,0.17656277291579953,10.418432818397939,0.4955491075913111,0.042573343962430954,0.10023003071546555,0.19126331869244603,0.0,0.0,0.22723721513176304,0.13182614012426547,0.36987302108699904,1.4652094962973619,2.8611104085546604,True,0.22637594230515218,0
SRP68,SRP68,SRP68,SRP68,0.0128,-0.33126914501190186,,,,,,,,,,,,,,,,False,0.00594423841960937,0
ACOX1,ACOX1,ACOX1,ACOX1,-0.0068,-0.15694987773895264,,,,,,,,,,,,,,,,False,0.10223210968000028,0
FBF1,FBF1,FBF1,FBF1,-0.0532,-0.06219792366027832,,,,,,,,,,,,,,,,False,0.015689976394818936,0
WBP2,WBP2,WBP2,WBP2,-0.0433,-0.03870975971221924,,,,,,,,,,,,,,,,False,0.161720663129524,0
UNC13D,UNC13D,UNC13D,UNC13D,-0.1346,0.02366727590560913,1.2296896865619578,13.367946633102504,0.46252787729617223,2.0667428492073303,0.026929347496479752,0.01783958077430725,0.3130117356777191,0.19831753809675617,0.0,0.0,0.43661790317699517,0.06025672733377532,0.6821374794115023,1.1147713195788325,1.1250310002379187,False,0.32971064354492224,0
UNK,UNK,UNK,UNK,-0.0068,-0.6474502086639404,,,,,,,,,,,,,,,,False,0.3702267527821256,0
H3F3B,H3F3B,H3F3B,H3F3B,-0.2157,0.04838746786117554,,,,,,,,,,,,,,,,False,0.2440559018211468,0
GALK1,GALK1,GALK1,GALK1,-0.0369,-0.025474071502685547,,,,,,,,,,,,,,,,False,0.12803116340542442,0
SAP30BP,SAP30BP,SAP30BP,SAP30BP,-0.0062,-0.5338807106018066,,,,,,,,,,,,,,,,False,0.0,0
RECQL5,RECQL5,RECQL5,RECQL5,-0.0387,-0.24798297882080078,,,,,,,,,,,,,,,,False,0.04348521545919093,0
SLC16A3,SLC16A3,SLC16A3,SLC16A3,-0.23,-0.011355876922607422,,,,,,,,,,,,,,,,False,0.4415581739418158,0
GPS1,GPS1,GPS1,GPS1,0.0177,-0.11611247062683105,,,,,,,,,,,,,,,,False,0.12846190414656572,0
RFNG,RFNG,RFNG,RFNG,-0.0265,-0.10408997535705566,,,,,,,,,,,,,,,,False,0.0,0
DCXR,DCXR,DCXR,DCXR,-0.0107,-0.1229410171508789,,,,,,,,,,,,,,,,False,0.09302988514349073,0
LRRC45,LRRC45,LRRC45,LRRC45,-0.0033,-0.06744933128356934,,,,,,,,,,,,,,,,False,0.09940042882269219,0
MBTD1,MBTD1,MBTD1,MBTD1,-0.0891,0.012866318225860596,0.24841369484844722,0.7600084132112765,0.2040751352164723,13.533076960511057,0.44535737484693527,0.10429205745458603,0.2868657410144806,0.2433165178759096,0.0,0.0,0.2795157401210762,0.32270218101813974,0.9043148257609072,0.8707787411764771,3.4382119522634924,True,0.45560394961535056,18
UTP18,UTP18,UTP18,UTP18,0.008,-0.05459797382354736,,,,,,,,,,,,,,,,False,0.08563501268378129,0
CA10,CA10,CA10,CA10,-0.0932,0.8750932663679123,3.3130540604916288,1.0624204135567337,1.5004810524648469,12.111584605251238,0.6436678424477578,0.5364983677864075,0.3938296437263489,0.18377764183622122,0.0,0.0,0.4976256999030771,3.2607388287971775,1.9213469285389473,0.8858177791217152,0.6580430318742165,True,0.8147647991713037,0
STXBP4,STXBP4,STXBP4,STXBP4,0.0222,0.2765692472457886,0.24019207334424536,0.31509506519805436,0.326014112184893,8.43501093491318,0.7251011931896212,0.19457633793354034,0.12477982044219971,0.22129247364465798,0.0,0.0,0.41672139969766797,0.630773513923114,0.37324056767954905,1.0621038105853373,1.964650018895581,True,0.514595505490742,0
HLF,HLF,HLF,HLF,0.0264,-0.2524228096008301,,,,,,,,,,,,,,,,False,0.2671832928286142,0
MMD,MMD,MMD,MMD,0.0108,-0.16210639476776123,,,,,,,,,,,,,,,,False,0.24044661619593133,0
DGKE,DGKE,DGKE,DGKE,-0.0241,-0.12898635864257812,,,,,,,,,,,,,,,,False,0.3863345989183508,0
SCPEP1,SCPEP1,SCPEP1,SCPEP1,0.0054,-0.15183734893798828,,,,,,,,,,,,,,,,False,0.0,0
RAB11FIP4,RAB11FIP4,RAB11FIP4,RAB11FIP4,-0.0604,-0.8067880868911743,,,,,,,,,,,,,,,,False,0.5139068067158917,0
UTP6,UTP6,UTP6,UTP6,-0.0099,-0.11834561824798584,,,,,,,,,,,,,,,,False,0.0636098817939956,0
CRLF3,CRLF3,CRLF3,CRLF3,0.0349,-0.2003343105316162,,,,,,,,,,,,,,,,False,0.14340447139877227,0
ATAD5,ATAD5,ATAD5,ATAD5,0.2468,0.7741072475910187,1.7713889168085823,6.312764739841088,0.7510795866295091,6.300278287493464,0.05910104837268591,0.07225027680397034,0.5776252150535583,0.3223348380690167,0.0,0.0,0.4823045398438285,0.18456671108749265,1.3880953092673987,0.45050044768932224,1.2061400109002758,True,0.542209097828457,0
RHOT1,RHOT1,RHOT1,RHOT1,0.0034,-0.8142968416213989,,,,,,,,,,,,,,,,False,0.0,0
RHBDL3,RHBDL3,RHBDL3,RHBDL3,0.0047,0.3652387857437134,0.05080959909029924,0.083663834887525,0.18174840574357287,12.242170341413265,3.173368442058564,0.18558081984519958,0.06140473857522011,0.1899235559799209,0.0,0.0,0.3213164799623377,0.642006176493302,0.18726783824667076,1.349074177033534,3.9548592608986,True,0.5963589890023762,0
C17orf75,C17orf75,C17orf75,C17orf75,0.0105,-0.14670145511627197,,,,,,,,,,,,,,,,False,0.0,0
ZNF207,ZNF207,ZNF207,ZNF207,0.0562,-0.08319640159606934,,,,,,,,,,,,,,,,False,0.1549733281162031,0
ERN1,ERN1,ERN1,ERN1,-0.0133,-1.276087999343872,,,,,,,,,,,,,,,,False,0.14348121262832678,0
POLG2,POLG2,POLG2,POLG2,-0.0012,-0.4168860912322998,,,,,,,,,,,,,,,,False,0.18547958808951773,0
DDX5,DDX5,DDX5,DDX5,-0.074,0.05608701705932617,2.9994408207759373,7.443851834833976,0.3020846913674223,14.45524440908932,0.03234087718650699,0.11080598831176758,1.6188746690750122,0.2285427449147603,0.0,0.0,0.4607780133145211,0.3756468678600904,8.17164018647424,1.0376429335711288,1.8692311012082692,True,0.3414238152141226,0
CEP95,CEP95,CEP95,CEP95,0.0561,-0.3585846424102783,,,,,,,,,,,,,,,,False,0.1259302306232531,0
SMURF2,SMURF2,SMURF2,SMURF2,-0.0178,-2.3062353134155273,,,,,,,,,,,,,,,,False,0.09014769670945245,0
KPNA2,KPNA2,KPNA2,KPNA2,0.2877,0.671247810125351,4.285912272775367,23.427962956910957,0.5094896167048465,4.993930002718406,0.03126754089569052,0.056514959782361984,2.3968982696533203,0.267691398664104,0.0,0.0,0.49383091420094155,0.14307624646785164,5.176874034781138,0.5443596405401201,1.6643123078196815,True,0.6134921221960365,24
NOL11,NOL11,NOL11,NOL11,0.0431,-0.2803044319152832,,,,,,,,,,,,,,,,False,0.09248460987812628,0
CACNG5,CACNG5,CACNG5,CACNG5,0.0781,0.10285508632659912,0.2537160365863308,2.9297306444368827,0.30212682598747304,3.768125185965654,0.16680507414042944,0.017158327624201775,0.15661126375198364,0.14966792410355526,0.0,0.0,0.4292376837585689,0.05560590030037634,0.3505331447653087,0.800576089154938,2.5235119688003316,True,0.3164532714428523,0
ARSG,ARSG,ARSG,ARSG,-0.0084,-3.2552051544189453,,,,,,,,,,,,,,,,False,0.03712845716142429,0
WIPI1,WIPI1,WIPI1,WIPI1,-0.0278,-0.450441837310791,,,,,,,,,,,,,,,,False,0.11748173330704915,0
ABCA5,ABCA5,ABCA5,ABCA5,0.0018,0.03342384099960327,0.03195811259366968,0.5366298945995981,0.23398885507476355,6.93495121820291,0.7131884735822678,0.018455497920513153,0.028077032417058945,0.16592075074925017,0.0,0.0,0.09682234429505626,0.06973181240693156,0.09059287702407817,1.3632096325085594,2.551485292904927,True,0.24784242622121788,0
SLC39A11,SLC39A11,SLC39A11,SLC39A11,0.0179,0.015999436378479004,0.050148084067405924,0.5146561205129403,0.2225749957006632,7.666616872698883,0.8365232285857201,0.029288560152053833,0.040439147502183914,0.1570170371102934,0.0,0.0,0.13077373420100719,0.09193689092058556,0.12661711108100054,1.1455925631197545,2.299535124704832,True,0.28493600663235197,0
CCDC137,CCDC137,CCDC137,CCDC137,0.0452,-0.028474092483520508,,,,,,,,,,,,,,,,False,0.1767551929257332,0
SPATA20,SPATA20,SPATA20,SPATA20,-0.0939,0.08336365222930908,0.279480744408934,3.288241884430949,0.26584506295462546,4.4332601835546015,0.07586388967931271,0.023285044357180595,0.14272330701351166,0.17414042966384427,0.0,0.0,0.404797528256791,0.0768843684267158,0.3958131512466433,1.494425506829785,1.7137097046924246,True,0.31443708738854587,0
SLC38A10,SLC38A10,SLC38A10,SLC38A10,-0.0139,-0.843442440032959,,,,,,,,,,,,,,,,False,0.013575002899349715,0
CEP131,CEP131,CEP131,CEP131,0.0092,-0.031792283058166504,,,,,,,,,,,,,,,,False,0.07919740311112092,0
CYTH1,CYTH1,CYTH1,CYTH1,-0.1107,0.14192259311676025,0.4786783049099972,6.219000444332408,0.40568199778471964,3.9548812760545493,0.05001912217587233,0.020707868039608,0.1956145465373993,0.1886886608457813,0.0,0.0,0.41492129050701837,0.07016519205709876,0.46569972496543977,1.3578777903374988,1.4466246472784887,True,0.3705534930010697,12
PGS1,PGS1,PGS1,PGS1,0.0145,-0.49378204345703125,,,,,,,,,,,,,,,,False,0.13210782947280242,0
TK1,TK1,TK1,TK1,0.2834,0.08422601222991943,,,,,,,,,,,,,,,,False,0.2356513060303006,0
HGS,HGS,HGS,HGS,0.0101,-0.7389531135559082,,,,,,,,,,,,,,,,False,0.0,0
ALYREF,ALYREF,ALYREF,ALYREF,0.2117,0.04383140802383423,0.4331289960476283,5.846607556811449,0.18750570244878087,10.137133499420903,0.05936103234067559,0.025620201602578163,0.43807366490364075,0.1741843869556719,0.0,0.0,0.44837333688964587,0.08567573870501471,1.4645864267287583,1.3474445525783492,2.6321047142232525,True,0.26723448539254,0
PYCR1,PYCR1,PYCR1,PYCR1,0.0297,0.6764410436153412,0.3317805380847449,0.3770497203134498,0.3290614122657788,7.839798985157389,1.2925543434090083,0.17720481753349304,0.16527757048606873,3.3276166912897617e-10,0.0,0.0,0.49675691349950163,1.2672363076634727,0.9548591989060413,7.759182457538794,2.4736587923367,False,0.5538880312341898,0
TOB1,TOB1,TOB1,TOB1,-0.0043,-1.5928561687469482,,,,,,,,,,,,,,,,False,0.070678599772089,0
ANKRD40,ANKRD40,ANKRD40,ANKRD40,-0.0392,-0.09991753101348877,,,,,,,,,,,,,,,,False,0.1509902594413762,0
ENSGALG00000007522.6,ENSGALG00000007522.6,ENSGALG00000007522.6,ENSGALG00000007522.6,-0.0018,0.2193160057067871,0.07751647174019956,0.2829644444273747,0.45312903961240886,5.121063895562317,1.023589046001434,0.0539499893784523,0.024508610367774963,2.2764060048776204e-07,0.0,0.0,0.42243459879920164,0.2165863289491904,0.10380435728564344,3.169924001565419,1.4759737078217872,False,0.2440986791299463,0
CACNA1G,CACNA1G,CACNA1G,CACNA1G,-0.1004,0.512246310710907,0.14315746956900463,0.2130515254235045,0.265900927435705,10.551148631150015,2.1267129862308503,0.2507835030555725,0.15889815986156464,0.32073650613409144,0.0,0.0,0.24565413123531277,0.5972902385264783,0.3362078412419891,0.5236039589715602,2.690726457119255,True,0.8151528708192163,18
SLC9A3R1,SLC9A3R1,SLC9A3R1,SLC9A3R1,-0.1106,0.026931047439575195,0.960691647483161,8.719725954624975,0.31648009547026673,4.256044928794399,0.034638353940099474,0.02545814961194992,0.42444515228271484,0.20197041380710593,0.0,0.0,0.47615905160488703,0.09452465528801997,1.0940198596438457,1.11043385396042,1.8209692322086877,True,0.2322475295668851,0
MYCBPAP,MYCBPAP,MYCBPAP,MYCBPAP,-0.0208,0.11502009630203247,0.05519717871869187,0.3843679153790635,0.2477026527291183,11.359047951588144,1.274343136747678,0.05641631409525871,0.05603957921266556,0.20372588997420538,0.0,0.0,0.14959753420400096,0.18315259612041007,0.15875044356678325,1.1267323300428083,2.5843005212559014,True,0.47168633902829865,0
LRRC59,LRRC59,LRRC59,LRRC59,-0.0816,-0.1939530372619629,,,,,,,,,,,,,,,,False,0.013741898637174827,0
EME1,EME1,EME1,EME1,0.1248,0.09925353527069092,0.10928881611127743,1.8005024868146002,0.36394953110150746,6.815380466111773,0.24537908285856247,0.015362839214503765,0.0766955241560936,0.16880303440515504,0.0,0.0,0.29829374721891916,0.05453013857466035,0.21446944831003403,0.890637161909359,2.376610626451574,True,0.26326026772870514,0
NAT9,NAT9,NAT9,NAT9,-0.0078,-0.0438685417175293,,,,,,,,,,,,,,,,False,0.17531561866976134,0
TMEM104,TMEM104,TMEM104,TMEM104,-0.0228,-0.5829874277114868,,,,,,,,,,,,,,,,False,0.10460720967776733,0
HID1,HID1,HID1,HID1,-0.0031,-0.554540753364563,,,,,,,,,,,,,,,,False,0.13357457657912064,0
MRPL58,MRPL58,MRPL58,MRPL58,0.0655,-0.056923508644104004,,,,,,,,,,,,,,,,False,0.0,0
KCTD2,KCTD2,KCTD2,KCTD2,0.0415,-0.24955785274505615,,,,,,,,,,,,,,,,False,0.0,0
HN1,HN1,HN1,HN1,0.1238,-0.23031139373779297,,,,,,,,,,,,,,,,False,0.40760888723632316,0
SUMO2,SUMO2,SUMO2,SUMO2,0.1139,0.00030106306076049805,,,,,,,,,,,,,,,,False,0.229321709599335,0
NUP85,NUP85,NUP85,NUP85,0.0752,-0.2800825834274292,,,,,,,,,,,,,,,,False,0.09839780050925306,0
GGA3,GGA3,GGA3,GGA3,-0.0426,-0.36721670627593994,,,,,,,,,,,,,,,,False,0.14343653784467625,0
GRB2,GRB2,GRB2,GRB2,0.0546,-0.10184788703918457,,,,,,,,,,,,,,,,False,0.26282753239964735,0
TMEM94,TMEM94,TMEM94,TMEM94,-0.0008,-1.0040390491485596,,,,,,,,,,,,,,,,False,0.0,0
LLGL2,LLGL2,LLGL2,LLGL2,-0.0223,-0.44272077083587646,,,,,,,,,,,,,,,,False,0.3569282750981642,0
ARHGDIA,ARHGDIA,ARHGDIA,ARHGDIA,0.1241,-0.04693913459777832,,,,,,,,,,,,,,,,False,0.0,0
MYH10,MYH10,MYH10,MYH10,0.0496,-0.48232269287109375,,,,,,,,,,,,,,,,False,0.11566979914046117,0
SRSF2,SRSF2,SRSF2,SRSF2,0.1094,-0.012369632720947266,,,,,,,,,,,,,,,,False,0.13159918372871998,0
PRKAR1A,PRKAR1A,PRKAR1A,PRKAR1A,-0.0297,-0.18223977088928223,,,,,,,,,,,,,,,,False,0.06546587516973532,0
C17orf58,C17orf58,C17orf58,C17orf58,0.1001,0.10282003879547119,0.14674331980767294,2.490124933870988,0.24464232003928413,4.1087809566374975,0.2603245992958545,0.012569691985845566,0.08232539147138596,7.408376672992221e-08,0.0,0.0,0.3800079412808357,0.041456077775084976,0.24738664557386575,1.3520670055525286,2.3576309259008057,False,0.32620694449918347,0
TEX2,TEX2,TEX2,TEX2,0.0177,-1.1404404640197754,,,,,,,,,,,,,,,,False,0.0625686823751128,0
NME2,NME2,NME2,NME2,0.1226,0.139262855052948,,,,,,,,,,,,,,,,False,0.3703098277157072,0
ACSF2,ACSF2,ACSF2,ACSF2,-0.0657,0.10733973979949951,0.13371537374209713,0.5274081816562446,0.25188809787052097,6.02918599575881,1.5005564153194428,0.09780856966972351,0.08799507468938828,0.26809302795285994,0.0,0.0,0.19261309914171548,0.2623658141411084,0.26821591649686216,0.7517937996290928,1.7058254041041854,True,0.6120862645077727,0
EPN3,EPN3,EPN3,EPN3,-0.036,0.0014271140098571777,,,,,,,,,,,,,,,,False,0.15175450402635637,0
LUC7L3,LUC7L3,LUC7L3,LUC7L3,-0.0208,-0.1101311445236206,,,,,,,,,,,,,,,,False,0.31279853988522865,0
FSCN2,FSCN2,FSCN2,FSCN2,-0.2688,0.09016531705856323,,,,,,,,,,,,,,,,False,0.34969663820473706,0
BTBD17,BTBD17,BTBD17,BTBD17,0.0269,0.02778571844100952,0.7221947768733783,18.326096355665037,0.3150270961602833,3.780493036944231,0.041446872855778104,0.011063325218856335,0.3325229287147522,0.04786663426754889,0.0,0.0,0.4254306889257024,0.03926780859201407,0.8664357657062596,0.9117167846192842,1.5078186110216214,True,0.24512360563445565,0
CDC42EP4,CDC42EP4,CDC42EP4,CDC42EP4,0.0315,-0.02628767490386963,,,,,,,,,,,,,,,,False,0.1395284690361518,0
SOX9,SOX9,SOX9,SOX9,0.2479,0.33188116550445557,1.6761849518651073,28.900118375658757,0.38079517662557083,2.3432499525799964,0.018353589400649066,0.014501608908176422,0.45629650354385376,0.14818869653121924,0.0,0.0,0.4452078580314203,0.04538754828173155,1.3959346907052756,0.6618806814709335,0.9332211346187756,False,0.32534500970686564,0
ANKFN1,ANKFN1,ANKFN1,ANKFN1,0.0318,0.24013370275497437,0.02001947476066357,0.13365212006616078,0.02856439179568895,26.075850043753185,1.6511264741420746,0.057464443147182465,0.05742523819208145,0.16691360841316105,0.0,0.0,0.34378536776874996,0.14212170880552058,0.18528532294620728,0.8812787828234357,7.477006378059676,True,0.5236424034449801,60
CSNK1D,CSNK1D,CSNK1D,CSNK1D,-0.0755,0.25258761644363403,0.5151405770412872,0.3520634217050326,0.3276457320349353,14.011899907439469,0.4650849688053131,0.3141939640045166,0.31920328736305237,0.28937044685645524,0.0,0.0,0.288367185630706,1.1344133002069872,1.0265573802693138,0.6593412590843285,2.748269413966851,True,0.6294937614759746,16
