,features,spliced_features,unspliced_features,gene_count_corr,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes,spearmans_score,velocity_score
HELZ2,HELZ2,HELZ2,HELZ2,0.0077,-0.04389083385467529,,,,,,,,,,,,,,,,False,0.22979127188757728,0
NSFL1C,NSFL1C,NSFL1C,NSFL1C,0.0225,-0.003618955612182617,,,,,,,,,,,,,,,,False,0.1396792069158297,0
CSNK2A1,CSNK2A1,CSNK2A1,CSNK2A1,0.0204,-0.05895638465881348,,,,,,,,,,,,,,,,False,0.19894894062581023,0
HM13,HM13,HM13,HM13,0.0327,-0.09102225303649902,,,,,,,,,,,,,,,,False,0.014083839490403838,0
BCL2L1,BCL2L1,BCL2L1,BCL2L1,-0.1485,0.3027893900871277,0.3832607965867362,1.9660746344914135,0.3311984396581261,11.431635215033674,0.2975917684659362,0.07734674960374832,0.3502272367477417,0.24843439794111416,0.0,0.0,0.3969136090495077,0.21876497497563369,0.8345531548758776,0.6654215742677125,2.193403642809498,True,0.676437677632338,0
TPX2,TPX2,TPX2,TPX2,0.3407,0.6999485492706299,3.8047753602938617,7.7258284725361035,0.3386176248507417,8.365140567162685,0.06519915450364351,0.1599871963262558,3.735945701599121,0.40258153872923974,0.0,0.0,0.49605719979388024,0.39091999375373976,7.081612502369259,0.3117117467519171,2.878597716655205,True,0.6972423170419083,0
TTLL9,TTLL9,TTLL9,TTLL9,0.001,-0.20608973503112793,,,,,,,,,,,,,,,,False,0.20517691208959865,0
TM9SF4,TM9SF4,TM9SF4,TM9SF4,-0.0349,-0.10963022708892822,,,,,,,,,,,,,,,,False,0.16910307643736888,0
PLAGL2,PLAGL2,PLAGL2,PLAGL2,-0.0348,-0.6989234685897827,,,,,,,,,,,,,,,,False,0.1295272180542916,0
KIF3B,KIF3B,KIF3B,KIF3B,0.0161,-0.09280622005462646,,,,,,,,,,,,,,,,False,0.03635292166028188,0
ASXL1,ASXL1,ASXL1,ASXL1,0.0357,-0.10588276386260986,,,,,,,,,,,,,,,,False,0.17696707814288265,0
COMMD7,COMMD7,COMMD7,COMMD7,0.0506,0.08553206920623779,0.4511870594870679,6.2453537712970935,0.22549617947617726,8.226275194558273,0.03808837831020355,0.021287251263856888,0.2598842978477478,0.16523002901802192,0.0,0.0,0.44759123883570473,0.07794855827970111,1.0983647724677776,1.8851821189340807,1.9548049341188634,True,0.3146747880610121,0
MAPRE1,MAPRE1,MAPRE1,MAPRE1,0.1968,-0.011230945587158203,,,,,,,,,,,,,,,,False,0.1674102096378546,0
RPRD1B,RPRD1B,RPRD1B,RPRD1B,0.0454,-0.2901308536529541,,,,,,,,,,,,,,,,False,0.07368353533749357,0
TTI1,TTI1,TTI1,TTI1,-0.0253,-0.19910180568695068,,,,,,,,,,,,,,,,False,0.16580030859843864,0
VSTM2L,VSTM2L,VSTM2L,VSTM2L,0.0393,0.5027166903018951,0.17770743777039202,0.6373635994642437,0.3335770402954851,8.261775437854155,0.633994035422802,0.04756588116288185,0.06564753502607346,5.771263748656939e-07,0.0,0.0,0.483061291910478,0.3548215044907357,0.6758724243042926,7.537135808527713,1.856046423021779,False,0.30323718051715803,0
CTNNBL1,CTNNBL1,CTNNBL1,CTNNBL1,0.0546,-0.4289196729660034,,,,,,,,,,,,,,,,False,0.03631219087635366,0
NCOA5,NCOA5,NCOA5,NCOA5,0.0211,-0.8169112205505371,,,,,,,,,,,,,,,,False,0.2268236836084405,0
CDH22,CDH22,CDH22,CDH22,-0.0214,0.5122767686843872,0.12572220935390355,0.6697928671908199,0.28668621727351545,7.145191054902698,0.7880644300580024,0.06409111618995667,0.10958847403526306,0.2137512135805563,0.0,0.0,0.3253230799400748,0.18506691552725152,0.3110458601169802,0.9945012241002416,2.1881633527455424,True,0.7272520528452837,0
ELMO2,ELMO2,ELMO2,ELMO2,0.0722,-0.1635376214981079,,,,,,,,,,,,,,,,False,0.08379563342843152,0
TUBB1,TUBB1,TUBB1,TUBB1,0.0094,-0.2840520143508911,,,,,,,,,,,,,,,,False,0.019234712220622934,0
CTSZ,CTSZ,CTSZ,CTSZ,0.0246,-5.056955814361572,,,,,,,,,,,,,,,,False,0.09926903646223752,0
NPEPL1,NPEPL1,NPEPL1,NPEPL1,0.0192,-0.052996277809143066,,,,,,,,,,,,,,,,False,0.11431855437577776,0
APCDD1L,APCDD1L,APCDD1L,APCDD1L,0.0095,-0.12742912769317627,,,,,,,,,,,,,,,,False,0.32619987180267684,0
VAPB,VAPB,VAPB,VAPB,0.0541,0.05285835266113281,0.4806124411080656,2.733473743498562,0.1592104562135558,9.34216901686055,0.17690151892602446,0.06697602570056915,0.46379271149635315,0.1761723462461747,0.0,0.0,0.47477311255297855,0.19258341285829014,2.330826680208075,1.7326286233985275,2.6283168879462036,True,0.351962106955208,0
RAB22A,RAB22A,RAB22A,RAB22A,-0.0043,-0.07448112964630127,,,,,,,,,,,,,,,,False,0.22793987654321843,0
RAE1,RAE1,RAE1,RAE1,0.0284,-0.3398212194442749,,,,,,,,,,,,,,,,False,0.16977968000909538,0
BMP7,BMP7,BMP7,BMP7,0.0143,-0.24684810638427734,,,,,,,,,,,,,,,,False,0.390233399504518,0
TFAP2C,TFAP2C,TFAP2C,TFAP2C,0.0039,0.6956608295440674,0.19517998165711917,0.4132400236330512,0.22021791236846575,11.140973923500407,0.4036425351103146,0.12718920409679413,0.17908386886119843,0.2841781791304808,0.0,0.0,0.4353183254907383,0.3332170119875205,0.47831731006214073,0.46457500496662324,3.1324705159943353,True,0.6969845021185627,26
RTFDC1,RTFDC1,RTFDC1,RTFDC1,0.0369,-0.13183653354644775,,,,,,,,,,,,,,,,False,0.15027349207297613,0
CASS4,CASS4,CASS4,CASS4,0.059,0.7663696557283401,0.585655062280583,1.3482275088235252,0.48881484559287336,5.001940059559833,0.24887457445263864,0.12414338439702988,0.23569200932979584,0.35091939555212326,0.0,0.0,0.3997587253146575,0.31163603605481416,0.5069315434786781,0.3807635349900435,1.366269649533602,True,0.6483420534906195,18
CSTF1,CSTF1,CSTF1,CSTF1,-0.0009,-0.35608530044555664,,,,,,,,,,,,,,,,False,0.15146564950373106,0
DOK5,DOK5,DOK5,DOK5,0.0249,0.5850182771682739,0.18305496923369813,0.2715996814133822,0.4886364504231519,4.702506198396958,1.265183161497116,0.15553124248981476,0.057163286954164505,0.2308176504715739,0.0,0.0,0.3321737018135057,0.4303640380689693,0.16608008043840528,0.6931268596978506,1.2440947565755347,True,0.6259139706393513,0
PFDN4,PFDN4,PFDN4,PFDN4,0.0197,-0.004575014114379883,,,,,,,,,,,,,,,,False,0.03562498870315719,0
TSHZ2,TSHZ2,TSHZ2,TSHZ2,0.0515,0.7333232760429382,0.04451857887542215,0.018429426746202848,0.0814304039817549,19.900855122306247,8.931925874286227,0.8316652178764343,0.10500910878181458,0.24218401149249233,0.0,0.0,0.30769179507461164,1.9067408355565316,0.2771326521218851,0.7554985608540995,7.193759178876951,False,0.6723610332192032,0
ATP9A,ATP9A,ATP9A,ATP9A,0.0165,0.17062419652938843,0.029197060867345876,0.038690714994379406,0.19241375302515276,14.357131503850974,9.07762042681376,0.2677241861820221,0.03440823405981064,0.17901518255545532,0.0,0.0,0.32918110128945266,0.777028741626638,0.10371034749751461,1.4197973205361594,3.4878461043672244,False,0.3839673263102672,0
ADNP,ADNP,ADNP,ADNP,-0.0492,0.04646718502044678,1.0951544978140824,0.7511382259441255,0.2800870754276677,14.246114803208979,0.20172979831695556,0.2857866883277893,0.6375062465667725,0.24162877014127082,0.0,0.0,0.3937525707333565,1.289496432472259,2.434492882983438,1.105891341604365,2.9697684926952794,True,0.5671749382724649,18
PARD6B,PARD6B,PARD6B,PARD6B,-0.0456,0.18141323328018188,0.08749735172041746,0.4040662805654569,0.31410769207604583,9.429787679520832,1.29188471570611,0.07189394533634186,0.0749889612197876,0.215316854950116,0.0,0.0,0.2451615891697667,0.20957415000428858,0.19913741213205302,1.031674357868065,2.212613786703516,True,0.4760890508905411,0
RIPOR3,RIPOR3,RIPOR3,RIPOR3,-0.0406,-0.5810750722885132,,,,,,,,,,,,,,,,False,0.5245662584765818,0
PTPN1,PTPN1,PTPN1,PTPN1,-0.0231,-0.2855079174041748,,,,,,,,,,,,,,,,False,0.4798329043100468,0
RNF114,RNF114,RNF114,RNF114,-0.0182,-0.10986864566802979,,,,,,,,,,,,,,,,False,0.2088205696687537,0
SPATA2,SPATA2,SPATA2,SPATA2,-0.0487,-0.1113656759262085,,,,,,,,,,,,,,,,False,0.07366973485304491,0
SLC9A8,SLC9A8,SLC9A8,SLC9A8,-0.0738,-1.8545763492584229,,,,,,,,,,,,,,,,False,0.1871896590404761,0
PRELID3B,PRELID3B,PRELID3B,PRELID3B,0.0532,-0.061025381088256836,,,,,,,,,,,,,,,,False,0.03694921697157866,0
DPM1,DPM1,DPM1,DPM1,0.075,-0.037897586822509766,,,,,,,,,,,,,,,,False,0.15664750646981362,0
TPD52L2,TPD52L2,TPD52L2,TPD52L2,0.0112,-0.24746990203857422,,,,,,,,,,,,,,,,False,0.09228499908198644,0
ENSGALG00000020895.5,ENSGALG00000020895.5,ENSGALG00000020895.5,ENSGALG00000020895.5,0.0272,0.19728201627731323,0.022572937497530143,0.18929176734802342,0.22769571840274327,5.803366759346368,2.8905782759189607,0.03522729128599167,0.01767105609178543,0.006583181071625279,0.0,0.0,0.1340640948284616,0.08811416127016124,0.05506943578125331,1.022571180468987,2.650034584153467,True,0.4112459799984135,0
AURKA,AURKA,AURKA,AURKA,0.2499,-0.4861443042755127,,,,,,,,,,,,,,,,False,0.39403967294527714,0
ENSGALG00000006203.7,ENSGALG00000006203.7,ENSGALG00000006203.7,ENSGALG00000006203.7,-0.0657,0.226243793964386,0.11456841053246333,0.6655578791970378,0.21352108203365458,10.452863808352973,0.5397293471544984,0.0512014739215374,0.12008339911699295,0.21349801916807337,0.0,0.0,0.37479854131196555,0.15909264519804314,0.3210938467387239,0.9615339649777269,3.020423746548797,True,0.5560882472417767,0
RPS21,RPS21,RPS21,RPS21,0.1758,-0.09478724002838135,,,,,,,,,,,,,,,,False,0.11316182557183718,0
KCNB1,KCNB1,KCNB1,KCNB1,0.0417,0.6161337196826935,0.3049817363616873,0.4117123025076952,0.5391360833610314,8.627534063466529,0.7091173946857452,0.16051290929317474,0.10525549948215485,0.21648613149383952,0.0,0.0,0.4624251041420231,0.5345578915901037,0.3803802963892191,0.9594257325350465,1.5374940185590398,True,0.626280273040817,0
TOX2,TOX2,TOX2,TOX2,0.1811,0.8294534236192703,0.7952329777295588,0.32325522038228877,0.5019961119629025,6.0156727784908695,0.9745054525136948,0.7122211456298828,0.3453284800052643,0.34220478861222037,0.0,0.0,0.46664416371399153,1.881863896969916,0.7672099325854074,0.42049781439653083,1.4820771055399005,True,0.8286911628556112,0
TMEM189,TMEM189,TMEM189,TMEM189,-0.024,-1.788912296295166,,,,,,,,,,,,,,,,False,0.21530876218950298,0
FAM210B,FAM210B,FAM210B,FAM210B,0.0514,0.7328828275203705,2.4202577751863164,4.450144457805116,0.5505922807601816,6.601425939629449,0.06648480355739596,0.10825956612825394,0.7571760416030884,0.25724453923990714,0.0,0.0,0.49676532034170734,0.3596462514589566,2.4294415609911084,0.7416540189322991,1.517151389721929,True,0.5799340824982998,0
ENSGALG00000007575.6,ENSGALG00000007575.6,ENSGALG00000007575.6,ENSGALG00000007575.6,-0.0279,0.07247895002365112,0.059299268187043896,0.06322968018931747,0.1392203949128991,16.444828018861617,3.8786218430598574,0.29999983310699463,0.09790842980146408,0.2502403120168671,0.0,0.0,0.16134413031375622,0.895890506496345,0.2813504990993132,0.8946383103879118,4.9157388705630645,True,0.6593515016246004,0
DDX27,DDX27,DDX27,DDX27,0.0794,-0.036357879638671875,,,,,,,,,,,,,,,,False,0.16314693884697448,0
SLC35C2,SLC35C2,SLC35C2,SLC35C2,-0.0027,-0.014119744300842285,,,,,,,,,,,,,,,,False,0.12230956064499042,0
PCIF1,PCIF1,PCIF1,PCIF1,0.0182,-0.028319478034973145,,,,,,,,,,,,,,,,False,0.06754691376200393,0
TGM2,TGM2,TGM2,TGM2,0.0403,-0.0024033784866333008,,,,,,,,,,,,,,,,False,0.08009314540530506,0
BPIFB2,BPIFB2,BPIFB2,BPIFB2,-0.0179,0.31703364849090576,0.42291343384705765,3.017611568525485,0.3883273365332913,5.82449575911151,0.21718793034553532,0.032638613134622574,0.22516684234142303,0.004891565661712617,0.0,0.0,0.4758139628757326,0.10989293349312118,0.6807782774116715,0.9499055866784695,1.996715503418808,True,0.4285788540592326,0
POFUT1,POFUT1,POFUT1,POFUT1,0.0194,0.032273292541503906,0.17640614621185588,2.925219576316519,0.29349739520162454,5.682555562745636,0.08232215154916049,0.016825471073389053,0.09657224267721176,0.20240045138305643,0.0,0.0,0.27735791527321896,0.056340953615167465,0.28585024664563863,1.3054445318694547,1.8686902949933,True,0.2210576098000177,0
RAD21L1,RAD21L1,RAD21L1,RAD21L1,0.0017,0.1707388162612915,0.08202794307131688,0.7842969769595882,0.25513719100033927,6.012462875460829,0.7726647764444351,0.03047405742108822,0.05718829855322838,0.14882405816757452,0.0,0.0,0.2582121296169786,0.09560402306739012,0.1900473803538701,0.9671365090185524,2.5123818412778385,True,0.3545481896635695,0
OGFR,OGFR,OGFR,OGFR,0.0303,-0.19607257843017578,,,,,,,,,,,,,,,,False,0.17300491335830473,0
AAR2,AAR2,AAR2,AAR2,0.016,-0.15585291385650635,,,,,,,,,,,,,,,,False,0.015483409522736837,0
TOP1,TOP1,TOP1,TOP1,0.0289,-0.0369114875793457,,,,,,,,,,,,,,,,False,0.29608590595804773,0
FAM217B,FAM217B,FAM217B,FAM217B,0.0177,-0.11157739162445068,,,,,,,,,,,,,,,,False,0.15075524035270146,0
UBE2C,UBE2C,UBE2C,UBE2C,0.263,0.572698324918747,,,,,,,,,,,,,,,,False,0.6835673154430464,0
FKBP1A,FKBP1A,FKBP1A,FKBP1A,-0.0259,0.008168518543243408,,,,,,,,,,,,,,,,False,0.1364699678425892,0
SLC17A9,SLC17A9,SLC17A9,SLC17A9,-0.028,0.14746171236038208,0.05764026775329485,0.500077656953566,0.136048684702493,10.125397437926248,0.7820497834682465,0.024609090760350227,0.0446050688624382,0.00031860766251387096,0.0,0.0,0.40513298179544827,0.07555964338010433,0.25534534769068506,0.22552497715043243,2.7960628945323456,False,0.4876909691459272,0
YWHAB,YWHAB,YWHAB,YWHAB,0.1932,-0.05843520164489746,,,,,,,,,,,,,,,,False,0.24333747177509069,0
RBM38,RBM38,RBM38,RBM38,0.1137,0.5523823201656342,5.467648103920615,8.548797199036539,0.5511045482384967,9.941813725594399,0.035247118547558784,0.18249227106571198,2.4075417518615723,0.2965569516457895,0.0,0.0,0.4895794784716431,0.5446161654212279,7.449873926439162,0.627089924600408,1.4896930252113239,True,0.7154290924459169,31
BLCAP,BLCAP,BLCAP,BLCAP,0.0305,-0.13518977165222168,,,,,,,,,,,,,,,,False,0.09705127717982605,0
ERGIC3,ERGIC3,ERGIC3,ERGIC3,-0.0262,-0.23980820178985596,,,,,,,,,,,,,,,,False,0.179770662103606,0
ENSGALG00000040269.2,ENSGALG00000040269.2,ENSGALG00000040269.2,ENSGALG00000040269.2,0.0374,-0.10238480567932129,,,,,,,,,,,,,,,,False,0.4425892272912783,0
EPB41L1,EPB41L1,EPB41L1,EPB41L1,0.0403,0.005813956260681152,,,,,,,,,,,,,,,,False,0.4033623943449809,0
AHCY,AHCY,AHCY,AHCY,0.1422,0.08604562282562256,0.26188314551180003,2.306981634027644,0.22300216385010926,9.198507484317656,0.17831196239838992,0.0374266542494297,0.24854975938796997,0.19989845853314156,0.0,0.0,0.3972848341977955,0.11518822747651802,0.737865588981016,1.2098012394969209,2.5599384939101446,True,0.24749303426602104,0
CEP250,CEP250,CEP250,CEP250,0.053,0.08284074068069458,0.26952529811511594,1.457134538983293,0.3343347617829712,8.077259142840667,0.15707430392503738,0.05144289880990982,0.15474694967269897,0.23967157747566642,0.0,0.0,0.3000850271709161,0.1599674437804204,0.4921430204834404,0.8993489848333973,1.9661095713080783,True,0.41698079078060174,27
ADRM1,ADRM1,ADRM1,ADRM1,0.031,-0.3024787902832031,,,,,,,,,,,,,,,,False,0.0,0
PMEPA1,PMEPA1,PMEPA1,PMEPA1,0.0992,0.6901024878025055,0.853032097770469,1.1200965541630439,0.568752057793127,10.299726732455264,0.2676190955936909,0.21594394743442535,0.38126397132873535,0.30375037669804084,0.0,0.0,0.4512389118220654,0.6357700439673553,1.1681799444787462,0.5568900385133433,1.5012048329579946,True,0.697941882832869,22
DNAJC5,DNAJC5,DNAJC5,DNAJC5,-0.1144,0.07120603322982788,1.2353393011032145,4.683011296497971,0.25845084280326225,6.690611277320971,0.03912173721939325,0.06108962371945381,0.7261097431182861,0.20291717903161408,0.0,0.0,0.49000326227003793,0.2215482621206945,1.9597551810458818,1.2147879581511392,2.3334192807446326,True,0.36976969363256407,35
ID1,ID1,ID1,ID1,0.1887,0.45762330293655396,,,,,,,,,,,,,,,,False,0.579526148712869,0
ZHX3,ZHX3,ZHX3,ZHX3,0.0067,-0.24304533004760742,,,,,,,,,,,,,,,,False,0.3569838233238056,0
CPNE1,CPNE1,CPNE1,CPNE1,-0.0215,-0.24703097343444824,,,,,,,,,,,,,,,,False,0.28252253822695095,0
RALY,RALY,RALY,RALY,0.1748,0.8184644430875778,0.7061725269357422,0.17859783516100552,0.6308217862244915,5.160563947753427,2.2984323370456696,1.2201826572418213,0.2508389353752136,0.3685345994474158,0.0,0.0,0.436460238595918,2.9692647255829465,0.7223789114183906,0.3601470839381679,1.137346264613172,True,0.7379701939944641,0
NKAIN4,NKAIN4,NKAIN4,NKAIN4,0.2178,0.651814192533493,0.4579996191943759,0.6728698319632765,0.2994575404457547,14.701171894035179,0.683742392733693,0.25814202427864075,0.5351669192314148,0.34249162105032116,0.0,0.0,0.43580012813666436,0.608934103611212,1.2763631425653426,0.37452534373540164,2.6409046015319135,True,0.822450687243042,32
PHACTR3,PHACTR3,PHACTR3,PHACTR3,0.0797,-4.967381954193115,,,,,,,,,,,,,,,,False,0.48353735474094195,0
ITCH,ITCH,ITCH,ITCH,-0.0533,-1.2697863578796387,,,,,,,,,,,,,,,,False,0.20792032204878041,0
MMP24,MMP24,MMP24,MMP24,0.0269,-1.9446337223052979,,,,,,,,,,,,,,,,False,0.16055253431806382,0
ENSGALG00000032552.3,ENSGALG00000032552.3,ENSGALG00000032552.3,ENSGALG00000032552.3,-0.0051,-1.2222955226898193,,,,,,,,,,,,,,,,False,0.1751734635923516,0
GNAS,GNAS,GNAS,GNAS,0.0365,-0.05175375938415527,,,,,,,,,,,,,,,,False,0.18535023145595614,0
SNTA1,SNTA1,SNTA1,SNTA1,0.057,0.3326239585876465,0.18574791758178105,1.659736432799362,0.2587924518655472,5.835277419245127,0.2856339493890603,0.025881333276629448,0.11469733715057373,0.129740253826056,0.0,0.0,0.4341836633279887,0.07666864194209172,0.40085480785286376,0.9206986311980443,2.542952667686772,True,0.4580906722937475,0
SNRPN,SNRPN,SNRPN,SNRPN,0.2245,-0.015169978141784668,,,,,,,,,,,,,,,,False,0.05955775317333295,0
ENSGALG00000004804.6,ENSGALG00000004804.6,ENSGALG00000004804.6,ENSGALG00000004804.6,-0.0026,-1.6003918647766113,,,,,,,,,,,,,,,,False,0.136014203417185,0
GMEB2,GMEB2,GMEB2,GMEB2,-0.0406,0.008552789688110352,,,,,,,,,,,,,,,,False,0.2775404216553767,0
DYNLRB1,DYNLRB1,DYNLRB1,DYNLRB1,0.0899,-0.023326992988586426,,,,,,,,,,,,,,,,False,0.1050786433558368,0
NOL4L,NOL4L,NOL4L,NOL4L,0.0165,0.26355957984924316,0.04883797722379599,0.041778106310280436,0.19393874585802456,8.080387522882038,6.826539991299311,0.3716360330581665,0.04922272637486458,0.23879553458044972,0.0,0.0,0.34040819373814246,1.1194580454557026,0.136401572915051,0.8894233502856095,3.0117762759062865,True,0.5910859029838059,0
SLC32A1,SLC32A1,SLC32A1,SLC32A1,-0.0108,0.5493654608726501,2.4208491825383334,10.677404049016543,0.6680792109316013,3.215510729098894,0.040962042957544326,0.062253378331661224,0.7180970311164856,0.22844493333744467,0.0,0.0,0.44618958438042666,0.17682588478506997,1.7843871856076192,0.8625836532549023,1.0288811904076058,True,0.6681461074732922,0
CABLES2,CABLES2,CABLES2,CABLES2,0.0376,0.15161114931106567,0.028320770125283334,0.1884553454907971,0.2355202714686221,9.044167480481192,2.579063238037957,0.05432603880763054,0.025394126772880554,0.19575683938515287,0.0,0.0,0.08193537802208689,0.17379675515229423,0.08280527908033852,1.1728139307199061,2.5423810479435023,True,0.49317410405669526,0
EIF2S2,EIF2S2,EIF2S2,EIF2S2,0.2112,-0.18188512325286865,,,,,,,,,,,,,,,,False,0.21531078037818838,0
PTPRT,PTPRT,PTPRT,PTPRT,0.0207,0.05575692653656006,0.11352071811935509,0.0705674355321629,0.18722162961930913,3.145531495902188,11.611585346460343,0.35919973254203796,0.0535941906273365,1.948211482346902e-07,0.0,0.0,0.47693404904444264,2.1286942483081432,0.15638285789413958,2.896450679611119,2.013669028562064,False,0.16879999282613278,0
ENSGALG00000037737.2,ENSGALG00000037737.2,ENSGALG00000037737.2,ENSGALG00000037737.2,0.0276,-0.011053681373596191,,,,,,,,,,,,,,,,False,0.31056081102750255,0
EIF6,EIF6,EIF6,EIF6,0.0506,0.007544219493865967,,,,,,,,,,,,,,,,False,0.13778496359496437,0
ZFP64,ZFP64,ZFP64,ZFP64,0.0295,-0.0032258033752441406,,,,,,,,,,,,,,,,False,0.09224760956732146,0
ZNF335,ZNF335,ZNF335,ZNF335,-0.0265,0.045067548751831055,0.13166406752236148,1.7361504797758445,0.36808228912424434,4.567100535236886,0.135631023645401,0.017017871141433716,0.05834439769387245,0.17133891134523888,0.0,0.0,0.20782824298383035,0.058398778355420504,0.1828864817186419,1.3583369439793063,1.815472667564173,True,0.19653252295831578,0
ENSGALG00000034498.3,ENSGALG00000034498.3,ENSGALG00000034498.3,ENSGALG00000034498.3,0.1213,0.9600403420627117,12.763797748568864,5.966127252643524,1.1030472771073172,4.606390525920722,0.08068140607327223,0.4817814826965332,2.8214895725250244,0.42625266964374653,0.0,0.0,0.4979753506182498,1.7468519705482237,7.047862276643643,0.2574557391055073,0.9348599252750407,True,0.676274918139926,0
ENSGALG00000032417.2,ENSGALG00000032417.2,ENSGALG00000032417.2,ENSGALG00000032417.2,0.0174,-0.4542715549468994,,,,,,,,,,,,,,,,False,0.11897825383021907,0
ENSGALG00000040546.2,ENSGALG00000040546.2,ENSGALG00000040546.2,ENSGALG00000040546.2,0.0168,0.09766042232513428,0.2488916202401867,2.8279478442787442,0.3043889719606675,6.023789140119135,0.21135561883449552,0.02497909776866436,0.1648682951927185,0.22241512903793192,0.0,0.0,0.38466030796214773,0.07312729002936014,0.45833294538395675,0.9259859939747755,2.145715707056122,True,0.40208112853361916,0
MYT1,MYT1,MYT1,MYT1,-0.0153,0.5882058143615723,1.2799524362385284,1.0189501172590518,0.49989126789713645,8.268433430549763,0.2717713594436645,0.27608364820480347,0.47237831354141235,0.2455854022103989,0.0,0.0,0.4719081761869027,1.0060978876116238,1.7437928151098432,0.8528029925356587,1.620946972883423,True,0.7335440355738522,19
MYL9,MYL9,MYL9,MYL9,0.122,0.2868642807006836,0.22407588494478958,2.810909152659257,0.3579501162340077,5.756051540953341,0.20802056863904,0.023525085300207138,0.1385354846715927,0.13209504948459813,0.0,0.0,0.3972059878608351,0.08203682145900609,0.3526375104576863,1.1471124967794228,1.7957100374469868,True,0.4796772334504631,0
MAP1LC3A,MAP1LC3A,MAP1LC3A,MAP1LC3A,0.0548,0.09962892532348633,0.13651777983017685,1.3120667036560862,0.18608344333124222,10.688082657438592,0.2466189371235669,0.029968708753585815,0.14047175645828247,0.1161478426636448,0.0,0.0,0.4822841866919151,0.09533478749957834,0.8116785334583758,2.44690214019376,3.3981755615583262,True,0.19602051929031888,0
ENSGALG00000040886.2,ENSGALG00000040886.2,ENSGALG00000040886.2,ENSGALG00000040886.2,-0.0041,0.16351598501205444,0.37059773429870146,4.590283281299683,0.293307931095215,6.550684585604772,0.08536969631910327,0.018906576558947563,0.29842686653137207,0.14955779108105413,0.0,0.0,0.46110830630849253,0.06377831054376398,0.9362779790535569,1.1118438348384267,2.800027939593647,True,0.33044296771403653,0
PSMA7,PSMA7,PSMA7,PSMA7,0.2464,-0.014931440353393555,,,,,,,,,,,,,,,,False,0.13505244274007308,0
UQCC1,UQCC1,UQCC1,UQCC1,0.0122,-0.7783691883087158,,,,,,,,,,,,,,,,False,0.12295936761500985,0
SALL4,SALL4,SALL4,SALL4,-0.0024,-0.02634596824645996,,,,,,,,,,,,,,,,False,0.1393244302634686,0
STK35,STK35,STK35,STK35,0.0021,-0.09048295021057129,,,,,,,,,,,,,,,,False,0.17062244411826782,0
STX16,STX16,STX16,STX16,0.0186,-0.2722175121307373,,,,,,,,,,,,,,,,False,0.07509723779045333,0
PCMTD2,PCMTD2,PCMTD2,PCMTD2,-0.0286,0.24278408288955688,0.1881669234590173,1.8945934057658733,0.22040240173592648,8.834613109573421,0.1812343805283308,0.035491250455379486,0.19876812398433685,0.14412215281148463,0.0,0.0,0.4093643491979418,0.12592824486062482,0.8384489902006141,1.8029143455754497,2.956034055835662,True,0.3070306356276726,20
COL9A3,COL9A3,COL9A3,COL9A3,0.0391,0.058252155780792236,0.09301459308107994,0.5245137443720924,0.2515418089598944,6.8611291824259455,1.4409585535526275,0.059702515602111816,0.06007712706923485,0.21493968134189956,0.0,0.0,0.35241868430646217,0.17651251771770582,0.20818465774686173,0.8826910068857567,1.91849044240419,True,0.5078710211199724,0
DNMT3B,DNMT3B,DNMT3B,DNMT3B,-0.0178,0.009969830513000488,,,,,,,,,,,,,,,,False,0.24591477760306366,0
ENSGALG00000044404.2,ENSGALG00000044404.2,ENSGALG00000044404.2,ENSGALG00000044404.2,0.1635,-0.6520700454711914,,,,,,,,,,,,,,,,False,0.1938486819764267,0
ENSGALG00000045232.2,ENSGALG00000045232.2,ENSGALG00000045232.2,ENSGALG00000045232.2,0.0035,-0.33557236194610596,,,,,,,,,,,,,,,,False,0.2761274027476231,0
ENSGALG00000051547.1,ENSGALG00000051547.1,ENSGALG00000051547.1,ENSGALG00000051547.1,0.0179,0.22777867317199707,0.07763517877196915,0.3903432521274912,0.282562753291818,8.963773511537665,1.329308221191168,0.06792569160461426,0.06885526329278946,0.24790925907868366,0.0,0.0,0.19522379759566028,0.22657801051191548,0.19022838678210974,0.8416544733468534,2.34958257814807,True,0.611974025802787,0
ENSGALG00000051275.1,ENSGALG00000051275.1,ENSGALG00000051275.1,ENSGALG00000051275.1,-0.0199,-0.628976583480835,,,,,,,,,,,,,,,,False,0.06802335650321446,0
ENSGALG00000053536.1,ENSGALG00000053536.1,ENSGALG00000053536.1,ENSGALG00000053536.1,0.0107,-0.32422900199890137,,,,,,,,,,,,,,,,False,0.29834762723890723,0
ENSGALG00000053447.1,ENSGALG00000053447.1,ENSGALG00000053447.1,ENSGALG00000053447.1,0.0329,0.42308616638183594,0.010320537128807776,0.018415182907371597,0.08171832075652467,23.211116922068445,8.396650918324788,0.22386425733566284,0.02577243186533451,0.16278250425448645,0.0,0.0,0.06918197190784742,0.49248870780696974,0.06753228563044605,0.6891146482507495,6.892443366029412,True,0.3399642159040305,47
ENSGALG00000046924.1,ENSGALG00000046924.1,ENSGALG00000046924.1,ENSGALG00000046924.1,0.01,-0.500458836555481,,,,,,,,,,,,,,,,False,0.5875825561076699,0
