,features,spliced_features,unspliced_features,gene_count_corr,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes,spearmans_score,velocity_score
ADAM10,ADAM10,ADAM10,ADAM10,-0.0366,-0.1460169553756714,,,,,,,,,,,,,,,,False,0.21901854396011455,0
CGNL1,CGNL1,CGNL1,CGNL1,0.1398,0.8379079401493073,1.2585628290642275,0.5695388549648176,0.7170537783827818,6.618518041744281,0.7578457143902779,0.7179257869720459,0.4476107954978943,0.44088554130602947,0.0,0.0,0.4591520461733971,1.793857771792857,1.160647927141138,0.2796888244588397,1.0947063973042706,True,0.8240107396922352,33
NEDD4,NEDD4,NEDD4,NEDD4,-0.0422,-0.2778444290161133,,,,,,,,,,,,,,,,False,0.43972503113408146,0
DYX1C1,DYX1C1,DYX1C1,DYX1C1,0.0067,-0.20038175582885742,,,,,,,,,,,,,,,,False,0.22256919176718198,0
RAB27A,RAB27A,RAB27A,RAB27A,0.0322,-0.3577936887741089,,,,,,,,,,,,,,,,False,0.21565720153809403,0
WDR72,WDR72,WDR72,WDR72,-0.0144,0.35006940364837646,0.03059550945810053,0.043999705218253894,0.19469975463268666,7.638637101664369,16.74390332221985,0.28931206464767456,0.02812100388109684,0.21561225479848892,0.0,0.0,0.04693613204767649,0.7596084783958166,0.08743326769788459,0.886349329176765,2.1433487661243227,False,0.5366890955145097,0
TMOD3,TMOD3,TMOD3,TMOD3,0.0124,0.18499404191970825,0.20961764191203758,1.6551143400643924,0.23996909491717167,10.141080841273755,0.48793770678341386,0.056724801659584045,0.18920369446277618,0.18095628226524144,0.0,0.0,0.3898291626065535,0.1732105812835806,0.6523239112555468,1.6275061959320194,2.090820359437298,True,0.42299530132915986,24
TMOD2,TMOD2,TMOD2,TMOD2,-0.007,0.4824090003967285,0.2791950384751631,0.4369767240963915,0.1223848478441779,18.319391570699032,0.4972613185644149,0.1948082447052002,0.41135042905807495,0.26398088902013944,0.0,0.0,0.475829238746353,0.5211793466433864,1.3383052620940425,0.6818462824154526,5.327517873502464,True,0.8474223771670156,29
FBN1,FBN1,FBN1,FBN1,0.1196,0.6744287312030792,0.2784870775416009,0.07005437345070083,0.26850363168270214,9.782863704561219,6.178455379009248,1.3516110181808472,0.23735672235488892,0.27444545219205485,0.0,0.0,0.45222305250137435,3.523743520233968,0.5829475591890514,0.6668912094481239,2.2680304274378384,True,0.8591210875325053,0
ENSGALG00000005011.6,ENSGALG00000005011.6,ENSGALG00000005011.6,ENSGALG00000005011.6,0.0548,0.3935316801071167,0.1533835683744831,1.4036724763808555,0.3015266795363131,6.731258231200259,0.5051806037624677,0.03359382599592209,0.08533992618322372,0.1757209551686115,0.0,0.0,0.401558730462129,0.09551848862882487,0.2977724413483821,1.208798183592515,1.809785160907273,True,0.49259275743314607,0
DTWD1,DTWD1,DTWD1,DTWD1,0.0312,-0.04433774948120117,,,,,,,,,,,,,,,,False,0.04025963170346038,0
SLC30A4,SLC30A4,SLC30A4,SLC30A4,0.0566,0.11473286151885986,0.22439871984568838,1.869049383850795,0.22803972866633332,11.431115191236156,0.2535673075293501,0.041705090552568436,0.2081959843635559,0.17737049010496814,0.0,0.0,0.4007226949166351,0.13899290060738093,0.8074572961135157,1.6696891908184741,2.670929914462689,True,0.2580578632156499,0
WHAMM,WHAMM,WHAMM,WHAMM,-0.022,-0.34041059017181396,,,,,,,,,,,,,,,,False,0.20596615857842326,0
HOMER2,HOMER2,HOMER2,HOMER2,-0.0303,0.37989670038223267,0.2550470862695046,0.9518700148343145,0.2902958949747597,4.4484808277822605,0.41728971809148796,0.05896732956171036,0.16321338713169098,0.18552206952464728,0.0,0.0,0.43475213353701014,0.20468435312427094,0.4367287759347979,1.1030880851794074,2.6170327863417717,True,0.47439950804391595,0
BTBD1,BTBD1,BTBD1,BTBD1,-0.0156,0.0498659610748291,0.11799319919623708,0.6774471690765833,0.17687453626488975,12.995471611491345,0.6583208709955217,0.06701736897230148,0.1443021595478058,0.22648504778886366,0.0,0.0,0.21012290310936593,0.19222275428058996,0.5118822177936291,1.0806020920436001,3.1784106801433483,True,0.34199956636281703,0
SH3GL3,SH3GL3,SH3GL3,SH3GL3,0.0958,0.3903588652610779,0.24658242789056306,0.4734392145040501,0.46559189093404035,7.15308036559921,0.5364138454198837,0.10325341671705246,0.0895070806145668,0.2313946648571457,0.0,0.0,0.4553576930017733,0.36690902795387165,0.34856091650877274,0.782998384002525,1.7675072828126592,True,0.45338228712903944,0
ENSGALG00000006083.6,ENSGALG00000006083.6,ENSGALG00000006083.6,ENSGALG00000006083.6,0.0286,0.4713307023048401,0.13432608432994197,0.7432698108818268,0.2995018351885706,6.19174975631438,0.5777658580078019,0.04967338591814041,0.10364756733179092,0.21655074010440561,0.0,0.0,0.381334414976452,0.1436796746440593,0.27816932453324317,0.8027317482213293,2.8073002265675027,True,0.4135580696588849,0
IL16,IL16,IL16,IL16,0.0078,-0.1767500638961792,,,,,,,,,,,,,,,,False,0.18724835302424123,0
CEMIP,CEMIP,CEMIP,CEMIP,-0.0131,-2.837521553039551,,,,,,,,,,,,,,,,False,0.0,0
ABHD17C,ABHD17C,ABHD17C,ABHD17C,0.0066,-0.25925183296203613,,,,,,,,,,,,,,,,False,0.23909548154276358,0
ARNT2,ARNT2,ARNT2,ARNT2,-0.0444,0.6231639683246613,0.1808969043798881,0.08406828824372767,0.41599614066103674,7.407963823440348,3.0873142862319956,0.4567345082759857,0.0699012279510498,0.22459360129994194,0.0,0.0,0.4598193541939819,1.8219868114827873,0.23393576202817773,0.9254314189859394,1.720364903724183,True,0.5163304588874356,19
ZFAND6,ZFAND6,ZFAND6,ZFAND6,-0.0307,0.04763585329055786,0.15174703359264932,0.6845987580010601,0.1751688149862706,12.184790199513348,0.5262787679334482,0.07899636030197144,0.19000619649887085,0.23593391744737283,0.0,0.0,0.24475215005767914,0.2324033681100394,0.616382460366806,0.9747717635748858,3.337706749052072,True,0.37654578940898753,0
MTHFS,MTHFS,MTHFS,MTHFS,0.0178,-0.32176506519317627,,,,,,,,,,,,,,,,False,0.09483580844539494,0
KIF7,KIF7,KIF7,KIF7,-0.0084,-0.031307339668273926,,,,,,,,,,,,,,,,False,0.137929636216376,0
TICRR,TICRR,TICRR,TICRR,0.2555,0.6637854874134064,0.8994560110514287,3.478415114250314,0.6642833466352717,6.118619101285673,0.09879498012363912,0.07858173549175262,0.37582749128341675,0.35642440374038714,0.0,0.0,0.4237409379643157,0.20725284069704628,0.7890098137170847,0.35930672013530374,1.3094720289759696,True,0.6330682634720509,0
FANCI,FANCI,FANCI,FANCI,0.1314,-0.8347694873809814,,,,,,,,,,,,,,,,False,0.4855359840342825,0
ABHD2,ABHD2,ABHD2,ABHD2,-0.0878,-0.18816101551055908,,,,,,,,,,,,,,,,False,0.5303865290623622,0
MFGE8,MFGE8,MFGE8,MFGE8,-0.1151,0.1783021092414856,0.6570614181125557,5.6155145412453225,0.4356645115647904,3.383985320807566,0.05556486709043382,0.027143346145749092,0.23081547021865845,0.15945126335018864,0.0,0.0,0.4496189744536037,0.09593830548897093,0.5170650324736048,1.5110909668187935,1.297971591314863,True,0.33088427285835487,0
ENSGALG00000006750.6,ENSGALG00000006750.6,ENSGALG00000006750.6,ENSGALG00000006750.6,-0.0127,-0.424465537071228,,,,,,,,,,,,,,,,False,0.1666749094260416,0
MRPS11,MRPS11,MRPS11,MRPS11,0.0335,0.007667660713195801,,,,,,,,,,,,,,,,False,0.1646870586434068,0
MRPL46,MRPL46,MRPL46,MRPL46,0.0441,-0.011189460754394531,,,,,,,,,,,,,,,,False,0.09442479958430104,0
AGBL1,AGBL1,AGBL1,AGBL1,0.0287,0.37942636013031006,0.08377777495054863,0.0865169727234619,0.20836556534145134,4.144784173648732,15.254653115272522,0.3892492651939392,0.04420778155326843,0.18735364813957098,0.0,0.0,0.12272938046320364,1.2234798642685887,0.13603196924969813,0.8116329795087945,1.3127124132973598,False,0.624525495784021,0
KLHL25,KLHL25,KLHL25,KLHL25,0.0155,-0.2763199806213379,,,,,,,,,,,,,,,,False,0.26341751413462916,0
ENSGALG00000006840.6,ENSGALG00000006840.6,ENSGALG00000006840.6,ENSGALG00000006840.6,-0.0156,0.2286580204963684,0.19442122774299864,0.40674774018948606,0.2500878651119925,10.486652197735284,1.2273072300851344,0.1612672060728073,0.17706044018268585,0.2686525831134672,0.0,0.0,0.18096528910736803,0.43544666569284046,0.5361770053137223,0.7749375391218698,2.570757037494119,True,0.5560221402590941,0
ST8SIA2,ST8SIA2,ST8SIA2,ST8SIA2,-0.0215,0.09383922815322876,0.1208376991527457,0.3188202834965932,0.20115456192032724,10.277302907732958,1.3171469052135945,0.1087261363863945,0.1170099526643753,0.2242198772142052,0.0,0.0,0.4306537649524226,0.3083963155545458,0.364314519053582,0.9268213651390604,3.0540575347152026,True,0.61224546053556,16
FAM174B,FAM174B,FAM174B,FAM174B,-0.0123,-0.5344047546386719,,,,,,,,,,,,,,,,False,0.1981260965605439,0
NR2F2,NR2F2,NR2F2,NR2F2,0.0303,0.6337960064411163,1.0528188170135648,0.5020270720425307,0.4227061013795714,10.575646191023402,0.48816045463085184,0.5607256293296814,0.5341223478317261,0.34847240193566603,0.0,0.0,0.4542055406611661,1.7388203016139339,1.5367184055262597,0.4670479728716033,1.83162130316161,True,0.788097199585393,0
ARRDC4,ARRDC4,ARRDC4,ARRDC4,-0.0468,0.15647077560424805,0.13463775980927287,0.7628296029589766,0.2358827011171153,9.495062160080815,0.6040503688156604,0.0635160282254219,0.12880901992321014,0.23900611248137194,0.0,0.0,0.3120062254706737,0.1735916072488038,0.40586992673543765,0.9087777717446887,2.5318973692720474,True,0.5552860518833389,0
PGPEP1L,PGPEP1L,PGPEP1L,PGPEP1L,0.0052,-6.416513442993164,,,,,,,,,,,,,,,,False,0.22498145306825246,0
LRRC28,LRRC28,LRRC28,LRRC28,0.022,-0.22404050827026367,,,,,,,,,,,,,,,,False,0.30142973328327566,0
ASB7,ASB7,ASB7,ASB7,-0.0006,-0.3381553888320923,,,,,,,,,,,,,,,,False,0.1344960308421984,0
LRRK1,LRRK1,LRRK1,LRRK1,-0.0097,-0.6891059875488281,,,,,,,,,,,,,,,,False,0.300483187895894,0
ENSGALG00000007248.6,ENSGALG00000007248.6,ENSGALG00000007248.6,ENSGALG00000007248.6,0.0573,-0.5361617803573608,,,,,,,,,,,,,,,,False,0.4767487612489222,0
CLPX,CLPX,CLPX,CLPX,-0.051,-0.014416098594665527,,,,,,,,,,,,,,,,False,0.27795807737606415,0
UBAP1L,UBAP1L,UBAP1L,UBAP1L,-0.1082,-0.06831061840057373,,,,,,,,,,,,,,,,False,0.2505766225982963,0
CILP,CILP,CILP,CILP,-0.0336,-0.5496655702590942,,,,,,,,,,,,,,,,False,0.11612492245316915,0
PARP16,PARP16,PARP16,PARP16,0.0584,-0.023918986320495605,,,,,,,,,,,,,,,,False,0.13993625947951427,0
IGDCC4,IGDCC4,IGDCC4,IGDCC4,0.0502,0.2673017978668213,0.03734323236616726,0.0906083526566968,0.19952206446072535,11.655906659326051,4.335908662478128,0.14293061196804047,0.039035338908433914,0.1551135667032337,0.0,0.0,0.38535068073369955,0.4562462355230808,0.12037162536530402,1.7437285686818509,2.870616475889002,True,0.702946915807222,0
DPP8,DPP8,DPP8,DPP8,-0.0085,-0.7339099645614624,,,,,,,,,,,,,,,,False,0.0,0
HACD3,HACD3,HACD3,HACD3,0.031,-0.13827621936798096,,,,,,,,,,,,,,,,False,0.08845131447355463,0
VWA9,VWA9,VWA9,VWA9,0.0297,-0.11661696434020996,,,,,,,,,,,,,,,,False,0.18746175467220566,0
SLC24A1,SLC24A1,SLC24A1,SLC24A1,0.0174,-0.14332365989685059,,,,,,,,,,,,,,,,False,0.3341104317238235,0
RAB11A,RAB11A,RAB11A,RAB11A,0.012,0.21561306715011597,0.4448756913953672,0.9659175207946716,0.2899064812348542,6.12905568614351,0.34335806518793105,0.13503505289554596,0.2064707726240158,0.11545533867975197,0.0,0.0,0.4890006354227785,0.7802417660519514,0.6726001102220396,3.54685224321044,1.582967529549871,True,0.37499775688843995,39
MEGF11,MEGF11,MEGF11,MEGF11,0.0014,0.9374774470925331,0.25482372472741693,0.008506512323212076,0.142975026582514,20.040021713946746,21.418083508809406,10.820123672485352,0.42098861932754517,0.4737172131269619,0.0,0.0,0.4499093169502702,27.253883285397738,1.0519345044720403,0.19214057112225147,4.573899427053229,False,0.5982968393125377,0
DIS3L,DIS3L,DIS3L,DIS3L,-0.0321,0.05069005489349365,0.057326642019615306,0.17990152143272584,0.19839901818069167,12.910646747767887,1.8292772942781452,0.10176721215248108,0.07496475428342819,0.23134304110059212,0.0,0.0,0.2067414734555746,0.3094064905191136,0.20821745207147865,0.9490393605193499,3.685164707589343,True,0.4625540175248736,0
TIPIN,TIPIN,TIPIN,TIPIN,0.0948,0.08698076009750366,0.2881633555548835,1.8124596003976416,0.26556239279824406,5.391002422788454,0.1281585668027401,0.04147995263338089,0.15050244331359863,0.1512526914417371,0.0,0.0,0.45810356201351454,0.16193354045746972,0.40529898178346196,1.6458888981848985,1.8404335519621127,True,0.3537745115665476,0
SNAPC5,SNAPC5,SNAPC5,SNAPC5,0.1008,-0.024037837982177734,,,,,,,,,,,,,,,,False,0.05070530869165971,0
ZWILCH,ZWILCH,ZWILCH,ZWILCH,0.0693,0.31380027532577515,0.060723004164474494,0.12088833338552414,0.23951192128866217,7.260362343410678,7.12562735080719,0.20575764775276184,0.04764494672417641,0.29684157748033113,0.0,0.0,0.10265370695830545,0.42152003065222154,0.13930853196130744,0.5784518048891145,1.8197010804339309,True,0.6596885410936102,0
AAGAB,AAGAB,AAGAB,AAGAB,0.0411,-0.25086498260498047,,,,,,,,,,,,,,,,False,0.26655833072621143,0
MAP2K5,MAP2K5,MAP2K5,MAP2K5,0.0048,-0.35650837421417236,,,,,,,,,,,,,,,,False,0.1907869966670774,0
PIAS1,PIAS1,PIAS1,PIAS1,-0.0023,-4.9757795333862305,,,,,,,,,,,,,,,,False,0.0714740936194335,0
CLN6,CLN6,CLN6,CLN6,0.0808,0.17780226469039917,1.1062139225031242,12.041556004580888,0.4102435768936713,5.020562274922934,0.05229613230563698,0.019676346331834793,0.5333324074745178,0.23350385651141084,0.0,0.0,0.4881678407353586,0.06413377005839307,1.5617293503360243,0.7376084389009282,1.9294080996070557,True,0.43624284770474453,0
ITGA11,ITGA11,ITGA11,ITGA11,-0.1049,0.36691713333129883,0.24320448843295164,0.7376878010641046,0.33354048687717186,5.299585731878323,0.8633418977260587,0.12621018290519714,0.17908023297786713,0.25361116047522636,0.0,0.0,0.350261706994802,0.3424473660872276,0.4372082362433189,0.7940960016755338,1.7311040754856577,True,0.7567063812235153,0
CORO2B,CORO2B,CORO2B,CORO2B,-0.1876,0.6846534907817841,2.1300261035211783,0.8524172537514325,0.5514779628873645,6.1221220519460084,0.38945161119103433,0.7629393935203552,0.9256319403648376,0.45132035571062445,0.0,0.0,0.4733984432780087,1.882972385012203,1.8208176522868975,0.2527200248223245,1.3555226450915256,True,0.8759021196764091,14
ENSGALG00000008054.6,ENSGALG00000008054.6,ENSGALG00000008054.6,ENSGALG00000008054.6,-0.0246,0.17691338062286377,1.5238703510376372,1.8303065171547492,0.27874695056184906,11.029495192710208,0.09420391470193863,0.1975906491279602,0.9910584092140198,0.29395103887298446,0.0,0.0,0.44670792693044026,0.6811113524622621,3.5582505567320464,0.6251441657717606,2.609875179278168,True,0.5242518571035439,20
KIF23,KIF23,KIF23,KIF23,0.2825,0.7137393951416016,0.8551118864922655,2.8865022655192236,0.37686226379392496,6.894890016517774,0.22139129120856527,0.10993919521570206,0.6691458821296692,0.32820418844444277,0.0,0.0,0.42350390461434195,0.26964000165838914,1.3562438334177795,0.4391817808733666,1.8073803169515832,True,0.7591108664799245,0
TLE3,TLE3,TLE3,TLE3,-0.0128,0.35014545917510986,0.17809777059079296,0.9316780854533532,0.31839014998382714,11.999942261152219,0.5338014649351438,0.06487599015235901,0.15384407341480255,0.22184932702470953,0.0,0.0,0.37211847344990734,0.2045349820004447,0.45526559279974677,1.039079289334892,2.424050075369047,True,0.4808473816938566,0
ADAMTS7,ADAMTS7,ADAMTS7,ADAMTS7,0.0772,0.3148344159126282,0.0437579720929164,0.29898396475176303,0.2725315844829625,7.833983067190857,1.6041389881571133,0.04762072116136551,0.03757772594690323,0.23713029883233394,0.0,0.0,0.0046138969884657955,0.13131640269198036,0.10067189923198572,0.73963489956495,2.2622460946914624,True,0.6199715016264835,0
EIF3J,EIF3J,EIF3J,EIF3J,0.1352,-0.013097643852233887,,,,,,,,,,,,,,,,False,0.06016680414850907,0
CTDSPL2,CTDSPL2,CTDSPL2,CTDSPL2,0.0317,0.023297667503356934,0.12960436257051103,0.454481404152031,0.22118066225969465,13.604611361001258,0.9219210129976274,0.09269562363624573,0.1354859620332718,0.23633326721243159,0.0,0.0,0.16706583419468113,0.26992541318179003,0.42400916033135405,0.8381303254431282,2.894419340266815,True,0.3836580663164945,0
CASC4,CASC4,CASC4,CASC4,0.0726,-0.2352464199066162,,,,,,,,,,,,,,,,False,0.24733267014373725,0
BLM,BLM,BLM,BLM,0.1633,0.589922696352005,0.42044990521261616,1.8264113713820496,0.46628524826274176,4.277555693857406,0.1724519292265177,0.06335648894309998,0.1735900640487671,0.26686736663440364,0.0,0.0,0.3855507419831741,0.18478184728926247,0.35213160267549337,0.7297554415121107,1.428715821594952,True,0.6706764323005622,0
SEMA4B,SEMA4B,SEMA4B,SEMA4B,-0.0044,-0.02122044563293457,,,,,,,,,,,,,,,,False,0.0525856721568393,0
PDIA3,PDIA3,PDIA3,PDIA3,-0.0413,-0.030100464820861816,,,,,,,,,,,,,,,,False,0.28466110644320325,0
CKMT1B,CKMT1B,CKMT1B,CKMT1B,0.0035,0.07835251092910767,0.9676872049313365,2.7224562969613997,0.30861507397673116,8.726516830422824,0.17000949494540693,0.11888553202152252,0.856627345085144,0.26815984248249064,0.0,0.0,0.46196536339997013,0.3838880909652284,2.179119966827847,0.6302567827635635,2.2685857776046503,True,0.6219738578480519,28
PPIP5K1,PPIP5K1,PPIP5K1,PPIP5K1,-0.038,-0.9110431671142578,,,,,,,,,,,,,,,,False,0.26424403761919335,0
MAP1A,MAP1A,MAP1A,MAP1A,-0.1476,0.683875173330307,1.7553383746187914,1.360868827105445,0.37461494199969997,12.588912509542926,0.14751640565693377,0.3584987223148346,1.1482834815979004,0.447490699399263,0.0,0.0,0.4553807760974099,0.9138793050995123,2.997110442354761,0.2864378038717964,2.283618473502354,True,0.8673772096746695,16
TUBGCP4,TUBGCP4,TUBGCP4,TUBGCP4,0.0014,-0.514649510383606,,,,,,,,,,,,,,,,False,0.026328141032384223,0
MNS1,MNS1,MNS1,MNS1,0.0218,-0.501361608505249,,,,,,,,,,,,,,,,False,0.2469532869162985,0
HYPK,HYPK,HYPK,HYPK,0.0214,0.00041753053665161133,,,,,,,,,,,,,,,,False,0.10854477710670696,0
COX5A,COX5A,COX5A,COX5A,0.2397,0.20073765516281128,0.9386001475471765,6.101505722756368,0.20397981476009608,10.833273447543093,0.054626669194549324,0.03894537687301636,0.9024595022201538,0.24249070436399897,0.0,0.0,0.47920728615501385,0.12945435128618316,3.19793907218966,0.9151747537845455,3.6169748180301307,True,0.40611389090128097,24
LYSMD2,LYSMD2,LYSMD2,LYSMD2,0.0639,0.020764410495758057,0.2960876589699311,4.230355963719218,0.22457802706524693,8.80416245377239,0.09491963196545844,0.023257099092006683,0.2901431620121002,0.20894516948997616,0.0,0.0,0.4159387144262647,0.06965870254265967,0.9317775638452892,1.1446028896591018,2.5277439752219957,True,0.18875644506880196,0
ENSGALG00000020921.5,ENSGALG00000020921.5,ENSGALG00000020921.5,ENSGALG00000020921.5,0.0182,-0.9207247495651245,,,,,,,,,,,,,,,,False,0.27045217385609777,0
AP3S2,AP3S2,AP3S2,AP3S2,-0.0475,-0.04410552978515625,,,,,,,,,,,,,,,,False,0.07474051365557406,0
MORF4L2,MORF4L2,MORF4L2,MORF4L2,0.0575,0.1898515820503235,0.21415195279220134,0.8757976582019092,0.23798308655673125,14.298292210687089,0.5619272115826608,0.0836511105298996,0.21101567149162292,0.213977251737574,0.0,0.0,0.3221304877067246,0.24900912821508867,0.7924275196574886,1.173559312991918,2.8803099485097263,True,0.39515659614892207,0
PDCD7,PDCD7,PDCD7,PDCD7,-0.0159,-0.01669633388519287,,,,,,,,,,,,,,,,False,0.20196529960028464,0
SYNM,SYNM,SYNM,SYNM,0.0774,-0.017690539360046387,,,,,,,,,,,,,,,,False,0.4154306021670976,0
SLCO3A1,SLCO3A1,SLCO3A1,SLCO3A1,0.0094,0.7701780796051025,0.13161297212697542,0.05374184379193766,0.32882644056390486,8.550858643720149,9.008393396271602,0.9137246012687683,0.0960770919919014,0.2553701139230014,0.0,0.0,0.3335245484189199,2.1509323654104846,0.26579398645794594,0.7912162486150915,1.8887063378188857,False,0.7446617563256744,0
ENSGALG00000021171.5,ENSGALG00000021171.5,ENSGALG00000021171.5,ENSGALG00000021171.5,-0.0273,-0.5315662622451782,,,,,,,,,,,,,,,,False,0.2912642794425996,0
MINDY2,MINDY2,MINDY2,MINDY2,-0.0046,-0.4101916551589966,,,,,,,,,,,,,,,,False,0.11848187999401495,0
WDR61,WDR61,WDR61,WDR61,0.0693,-0.09337329864501953,,,,,,,,,,,,,,,,False,0.19571399269177098,0
CRABP-I,CRABP-I,CRABP-I,CRABP-I,0.1536,-0.03602480888366699,,,,,,,,,,,,,,,,False,0.3874961539810633,0
NEO1,NEO1,NEO1,NEO1,-0.0171,0.39126700162887573,0.31518996240784375,0.08752476879154573,0.252026941890099,8.78398082584992,1.7913512009382249,0.7846538424491882,0.2069660872220993,0.277092473003078,0.0,0.0,0.2897557524038579,2.4938586813529486,0.5888314240708434,0.6625714004513007,2.8701249390868044,True,0.7140765130659218,0
SPG11,SPG11,SPG11,SPG11,-0.0197,-0.2807360887527466,,,,,,,,,,,,,,,,False,0.23657793362536267,0
IGDCC3,IGDCC3,IGDCC3,IGDCC3,0.0212,-0.3095637559890747,,,,,,,,,,,,,,,,False,0.42622720099520756,0
ENSGALG00000007016.6,ENSGALG00000007016.6,ENSGALG00000007016.6,ENSGALG00000007016.6,0.0627,-0.1814194917678833,,,,,,,,,,,,,,,,False,0.4134590987752042,0
POLG,POLG,POLG,POLG,-0.0082,-0.33887290954589844,,,,,,,,,,,,,,,,False,0.05817287270923727,0
EFL1,EFL1,EFL1,EFL1,0.0443,-0.449870228767395,,,,,,,,,,,,,,,,False,0.21065233883453272,0
GABPB1,GABPB1,GABPB1,GABPB1,0.0623,-0.15696585178375244,,,,,,,,,,,,,,,,False,0.306355085621376,0
TRPM7,TRPM7,TRPM7,TRPM7,0.0336,0.23038196563720703,0.25960458850265333,0.5370254547994298,0.39298781470392863,12.289627714729056,0.4434077256917954,0.13143473863601685,0.13783511519432068,0.25697768616680766,0.0,0.0,0.3353001286915902,0.45166976333735404,0.4551827189641009,0.8196329176094308,1.885069170588324,True,0.37608408319388636,0
SLC24A5,SLC24A5,SLC24A5,SLC24A5,0.0177,-0.8172211647033691,,,,,,,,,,,,,,,,False,0.3031942750075781,0
ARPP19,ARPP19,ARPP19,ARPP19,-0.0026,0.16452676057815552,0.6755591796610344,2.6736397467715163,0.1661777305736955,15.106801426971291,0.17833906486630435,0.07772371917963028,0.6864163875579834,0.18802719817101582,0.0,0.0,0.46645738788970303,0.2473816007293329,3.1584894456740082,1.567012037498539,2.972854770422419,True,0.35787632565299593,22
ADAL,ADAL,ADAL,ADAL,0.0341,-0.13156533241271973,,,,,,,,,,,,,,,,False,0.05448769441607132,0
TLN2,TLN2,TLN2,TLN2,-0.0085,0.45707952976226807,0.5249728453924982,0.5503311291036128,0.3263814208910064,10.773983678982795,0.3472318281233311,0.22761960327625275,0.3097361922264099,0.2535672263494702,0.0,0.0,0.46372806629047175,0.8194500183561378,1.0295758890630355,0.8266219745303819,2.472624720924713,True,0.6568704639794534,0
MESDC2,MESDC2,MESDC2,MESDC2,0.0457,-0.042500972747802734,,,,,,,,,,,,,,,,False,0.07892453045570758,0
MFAP1,MFAP1,MFAP1,MFAP1,0.0337,0.0032522082328796387,,,,,,,,,,,,,,,,False,0.12052719387971692,0
CIB2,CIB2,CIB2,CIB2,0.0857,0.27876824140548706,0.17846710170933325,0.9662263360720729,0.35927337170012486,8.431510452514013,0.5301847763359546,0.047567784786224365,0.10990609228610992,0.1576591394324165,0.0,0.0,0.4229806274327467,0.17588611292050055,0.3125238000929099,1.2224274181318227,2.126528856888898,True,0.47130810804501355,0
LOXL1,LOXL1,LOXL1,LOXL1,0.0493,0.0038999319076538086,,,,,,,,,,,,,,,,False,0.46721581070416535,0
ENSGALG00000026607.3,ENSGALG00000026607.3,ENSGALG00000026607.3,ENSGALG00000026607.3,-0.0496,0.13568973541259766,0.26632868095615114,2.886300941664575,0.23854221606386908,8.718264283570385,0.12151858750730754,0.03253468871116638,0.22645854949951172,0.20135106989871873,0.0,0.0,0.3739578667776664,0.1042646623739507,0.7331960746568853,1.204402264170142,2.2909946638952787,True,0.3450326636365565,0
ISLR2,ISLR2,ISLR2,ISLR2,0.1313,0.9108018353581429,31.618378860653902,41.74524385357935,2.3377367912272637,7.309108096784755,0.021394264698028565,0.19263342022895813,4.051788806915283,3.548112581206891e-07,0.0,0.0,0.49643136807443056,0.7063885748932455,14.572028134676533,0.18348703919161616,0.5038579863599997,False,0.563375946386152,0
FEM1B,FEM1B,FEM1B,FEM1B,0.0297,-0.06928980350494385,,,,,,,,,,,,,,,,False,0.017035456703274894,0
GLCE,GLCE,GLCE,GLCE,-0.0263,-0.4089181423187256,,,,,,,,,,,,,,,,False,0.3499412123283288,0
CHSY1,CHSY1,CHSY1,CHSY1,-0.087,0.08865010738372803,0.11528773526486664,0.1137551603679552,0.21516207075860846,10.798251867775525,3.91620326201121,0.3003920614719391,0.09709564596414566,0.26326123114730177,0.0,0.0,0.3701307402329794,0.8993703378502228,0.2813893879828011,0.7483807349422739,2.7061439640297955,True,0.5723424480034491,0
FAM103A1,FAM103A1,FAM103A1,FAM103A1,-0.1217,0.0604100227355957,1.6766198692759193,22.0192722339953,0.2998617107285818,5.970969048129995,0.010216043991968037,0.01826387830078602,0.8313103914260864,0.16086149429618504,0.0,0.0,0.48858470065394305,0.07262731307950823,3.0496519495700967,1.6543997405456112,1.900423551082669,False,0.19634411623020093,0
CPLX3,CPLX3,CPLX3,CPLX3,-0.0024,0.04848402738571167,0.3736451175853512,5.288993899753385,0.35152648496100436,3.8866069689767344,0.08633464481681585,0.01845681294798851,0.1870594471693039,0.09987255852804294,0.0,0.0,0.4797774896485761,0.06845992459365684,0.45310247414905963,2.1779180761655574,1.7246159157512342,True,0.3260968111484406,0
KLF13,KLF13,KLF13,KLF13,0.1337,0.5631174743175507,0.12692811906904014,0.49713739301914833,0.21375299687074573,17.821016211706958,0.5502902087569237,0.06443596631288528,0.1270475536584854,0.24093504801930865,0.0,0.0,0.4506309154354835,0.20556045726586922,0.5414492829285305,0.6931523996230072,3.7772194995764163,True,0.5270536758357839,17
MYO9A,MYO9A,MYO9A,MYO9A,-0.061,0.3111729025840759,0.11498347563063248,0.10753628766921311,0.12923161010415882,19.24120242373212,2.2252140444185997,0.3507118821144104,0.18540848791599274,0.2875357507605364,0.0,0.0,0.3181013017727866,0.957998591388595,0.5281516611094361,0.6859500613799808,4.997396667543323,True,0.7792436475788166,0
